"Total_Transaction","Total_Quantity","Total_Revenue","CATEGORY","UN_TRANSACTION_DATE"
6,26,8060,"Electronics","4/8/2024"
10,34,9085,"Grocery","4/8/2024"
8,28,5977,"Home","4/8/2024"
5,14,3767,"Sports","4/8/2024"
3,11,2064,"Clothing","4/8/2025"
1,3,686,"Grocery","4/8/2025"
3,10,3057,"Home","4/8/2025"
5,14,3375,"Sports","4/8/2025"
2,6,1338,"Clothing","4/9/2024"
4,16,3493,"Electronics","4/9/2024"
7,24,4728,"Grocery","4/9/2024"
6,16,3980,"Home","4/9/2024"
3,6,2065,"Sports","4/9/2024"
6,13,1562,"Clothing","4/9/2025"
3,12,4028,"Electronics","4/9/2025"
6,21,5034,"Grocery","4/9/2025"
5,19,8487,"Home","4/9/2025"
10,30,6139,"Sports","4/9/2025"
3,10,1495,"Clothing","5/1/2024"
1,5,2124,"Electronics","5/1/2024"
4,12,2585,"Grocery","5/1/2024"
4,12,3500,"Home","5/1/2024"
3,11,3311,"Sports","5/1/2024"
7,13,2126,"Clothing","5/1/2025"
1,5,687,"Electronics","5/1/2025"
6,20,5447,"Grocery","5/1/2025"
10,32,8360,"Home","5/1/2025"
4,8,1396,"Sports","5/1/2025"
4,11,1607,"Clothing","5/10/2024"
3,9,1679,"Electronics","5/10/2024"
8,24,5813,"Grocery","5/10/2024"
10,30,8969,"Home","5/10/2024"
2,5,348,"Sports","5/10/2024"
6,19,3316,"Clothing","5/10/2025"
5,11,1779,"Electronics","5/10/2025"
2,6,1227,"Grocery","5/10/2025"
5,17,2461,"Home","5/10/2025"
5,18,4624,"Sports","5/10/2025"
1,3,370,"Clothing","5/11/2024"
1,1,206,"Electronics","5/11/2024"
2,7,2425,"Grocery","5/11/2024"
5,15,3672,"Home","5/11/2024"
3,11,1880,"Sports","5/11/2024"
2,4,565,"Clothing","5/11/2025"
6,15,2704,"Electronics","5/11/2025"
5,10,2109,"Grocery","5/11/2025"
6,22,6898,"Home","5/11/2025"
4,11,1554,"Sports","5/11/2025"
5,10,1924,"Clothing","5/12/2024"
1,5,1499,"Electronics","5/12/2024"
2,4,1213,"Grocery","5/12/2024"
1,5,1636,"Home","5/12/2024"
6,18,3972,"Sports","5/12/2024"
9,17,2404,"Clothing","5/12/2025"
2,5,1751,"Electronics","5/12/2025"
3,5,1391,"Grocery","5/12/2025"
3,6,637,"Home","5/12/2025"
7,26,7213,"Sports","5/12/2025"
7,20,3394,"Clothing","5/13/2024"
4,11,3688,"Electronics","5/13/2024"
8,25,4264,"Grocery","5/13/2024"
6,14,4613,"Home","5/13/2024"
8,24,6624,"Sports","5/13/2024"
7,20,2874,"Clothing","5/13/2025"
3,10,3245,"Electronics","5/13/2025"
4,11,2811,"Grocery","5/13/2025"
9,25,6862,"Home","5/13/2025"
5,16,6035,"Sports","5/13/2025"
6,19,3321,"Clothing","5/14/2024"
5,14,3446,"Electronics","5/14/2024"
6,20,5146,"Grocery","5/14/2024"
13,39,7072,"Home","5/14/2024"
4,12,4078,"Sports","5/14/2024"
4,10,1605,"Clothing","5/14/2025"
2,10,2517,"Electronics","5/14/2025"
1,1,441,"Grocery","5/14/2025"
8,24,7470,"Home","5/14/2025"
2,4,698,"Sports","5/14/2025"
6,13,2732,"Clothing","5/15/2024"
8,32,9165,"Electronics","5/15/2024"
11,24,5345,"Grocery","5/15/2024"
8,32,8342,"Home","5/15/2024"
4,6,1223,"Sports","5/15/2024"
5,17,2092,"Clothing","5/15/2025"
3,7,1459,"Electronics","5/15/2025"
6,20,5903,"Grocery","5/15/2025"
8,19,6830,"Home","5/15/2025"
7,18,5902,"Sports","5/15/2025"
2,6,640,"Clothing","5/16/2024"
1,3,188,"Electronics","5/16/2024"
9,30,5562,"Grocery","5/16/2024"
7,20,4813,"Home","5/16/2024"
2,9,2911,"Sports","5/16/2024"
3,8,1400,"Clothing","5/16/2025"
2,6,694,"Electronics","5/16/2025"
5,15,3914,"Grocery","5/16/2025"
5,12,2203,"Home","5/16/2025"
2,7,742,"Sports","5/16/2025"
8,22,3260,"Clothing","5/17/2024"
2,9,1314,"Electronics","5/17/2024"
7,14,4456,"Grocery","5/17/2024"
4,10,4399,"Home","5/17/2024"
2,6,1700,"Sports","5/17/2024"
5,17,3451,"Clothing","5/17/2025"
2,8,3280,"Electronics","5/17/2025"
2,9,2777,"Grocery","5/17/2025"
7,27,6338,"Home","5/17/2025"
3,9,1212,"Sports","5/17/2025"
6,17,2461,"Clothing","5/18/2024"
1,5,1274,"Electronics","5/18/2024"
4,9,2751,"Grocery","5/18/2024"
9,32,8509,"Home","5/18/2024"
3,5,1556,"Sports","5/18/2024"
1,2,277,"Clothing","5/18/2025"
2,6,978,"Electronics","5/18/2025"
6,15,5077,"Grocery","5/18/2025"
6,21,6639,"Home","5/18/2025"
4,10,2412,"Sports","5/18/2025"
7,14,3182,"Clothing","5/19/2024"
3,10,2673,"Electronics","5/19/2024"
2,6,1599,"Grocery","5/19/2024"
4,12,2565,"Home","5/19/2024"
5,18,4222,"Sports","5/19/2024"
6,16,2386,"Clothing","5/19/2025"
3,9,2532,"Electronics","5/19/2025"
9,28,5078,"Grocery","5/19/2025"
8,24,6366,"Home","5/19/2025"
1,3,1347,"Sports","5/19/2025"
2,6,1172,"Clothing","5/2/2024"
5,11,2651,"Electronics","5/2/2024"
5,18,4547,"Grocery","5/2/2024"
4,18,5053,"Home","5/2/2024"
5,13,1922,"Sports","5/2/2024"
5,17,2264,"Clothing","5/2/2025"
4,9,3588,"Electronics","5/2/2025"
6,17,4439,"Grocery","5/2/2025"
8,21,4523,"Home","5/2/2025"
6,15,4387,"Sports","5/2/2025"
5,11,1350,"Clothing","5/20/2024"
7,21,4693,"Electronics","5/20/2024"
5,15,4212,"Grocery","5/20/2024"
7,18,4094,"Home","5/20/2024"
7,21,6641,"Sports","5/20/2024"
10,29,6216,"Clothing","5/20/2025"
1,2,208,"Grocery","5/20/2025"
7,26,8808,"Home","5/20/2025"
3,13,4124,"Sports","5/20/2025"
6,22,5058,"Clothing","5/21/2024"
2,6,2647,"Electronics","5/21/2024"
2,5,1625,"Grocery","5/21/2024"
6,20,6684,"Home","5/21/2024"
4,11,3660,"Sports","5/21/2024"
6,21,2914,"Clothing","5/21/2025"
6,15,5039,"Electronics","5/21/2025"
2,5,853,"Grocery","5/21/2025"
7,22,5967,"Home","5/21/2025"
4,17,5394,"Sports","5/21/2025"
5,14,2140,"Clothing","5/22/2024"
3,15,3295,"Electronics","5/22/2024"
1,3,296,"Grocery","5/22/2024"
6,15,2672,"Home","5/22/2024"
2,7,880,"Sports","5/22/2024"
3,8,2343,"Clothing","5/22/2025"
6,15,4899,"Electronics","5/22/2025"
7,20,4216,"Grocery","5/22/2025"
9,38,10012,"Home","5/22/2025"
10,31,5595,"Sports","5/22/2025"
2,5,277,"Clothing","5/23/2024"
3,8,2824,"Electronics","5/23/2024"
10,37,9349,"Grocery","5/23/2024"
6,20,4446,"Home","5/23/2024"
3,10,1896,"Sports","5/23/2024"
4,10,1564,"Clothing","5/23/2025"
6,19,5098,"Electronics","5/23/2025"
8,24,6359,"Grocery","5/23/2025"
4,13,3899,"Home","5/23/2025"
4,10,2117,"Sports","5/23/2025"
5,15,3344,"Clothing","5/24/2024"
5,9,2445,"Electronics","5/24/2024"
3,7,1841,"Grocery","5/24/2024"
9,29,4014,"Home","5/24/2024"
2,9,2064,"Sports","5/24/2024"
2,6,827,"Clothing","5/24/2025"
1,1,230,"Electronics","5/24/2025"
4,10,2618,"Grocery","5/24/2025"
5,18,1767,"Home","5/24/2025"
6,18,3800,"Sports","5/24/2025"
1,4,870,"Clothing","5/25/2024"
1,2,522,"Grocery","5/25/2024"
13,40,11098,"Home","5/25/2024"
2,5,769,"Sports","5/25/2024"
6,17,2686,"Clothing","5/25/2025"
1,1,243,"Electronics","5/25/2025"
2,7,1973,"Grocery","5/25/2025"
6,17,3855,"Home","5/25/2025"
2,9,2772,"Sports","5/25/2025"
10,37,5091,"Clothing","5/26/2024"
3,11,4103,"Electronics","5/26/2024"
8,20,5380,"Grocery","5/26/2024"
7,25,7452,"Home","5/26/2024"
7,28,6848,"Sports","5/26/2024"
2,7,1505,"Clothing","5/26/2025"
5,13,3939,"Electronics","5/26/2025"
7,19,2916,"Grocery","5/26/2025"
6,21,6192,"Home","5/26/2025"
2,9,3119,"Sports","5/26/2025"
3,4,857,"Clothing","5/27/2024"
4,9,2542,"Electronics","5/27/2024"
6,20,5605,"Grocery","5/27/2024"
4,11,3658,"Home","5/27/2024"
3,5,80,"Sports","5/27/2024"
6,14,1981,"Clothing","5/27/2025"
7,15,3568,"Electronics","5/27/2025"
4,14,4608,"Grocery","5/27/2025"
14,43,10666,"Home","5/27/2025"
11,32,10072,"Sports","5/27/2025"
1,2,129,"Clothing","5/28/2024"
2,3,585,"Electronics","5/28/2024"
2,6,2355,"Grocery","5/28/2024"
5,17,3272,"Home","5/28/2024"
3,9,1511,"Sports","5/28/2024"
4,11,2639,"Clothing","5/28/2025"
3,12,2943,"Electronics","5/28/2025"
2,8,1616,"Grocery","5/28/2025"
6,13,3664,"Home","5/28/2025"
5,18,4310,"Sports","5/28/2025"
10,35,4503,"Clothing","5/29/2024"
6,14,3796,"Electronics","5/29/2024"
3,11,1064,"Grocery","5/29/2024"
6,23,7515,"Home","5/29/2024"
4,16,2433,"Sports","5/29/2024"
3,12,1586,"Clothing","5/29/2025"
5,17,2975,"Electronics","5/29/2025"
3,8,1584,"Grocery","5/29/2025"
8,22,5936,"Home","5/29/2025"
9,31,7532,"Sports","5/29/2025"
6,18,3286,"Clothing","5/3/2024"
2,2,752,"Electronics","5/3/2024"
3,9,2372,"Grocery","5/3/2024"
5,12,3096,"Home","5/3/2024"
4,12,2743,"Sports","5/3/2024"
9,31,7297,"Clothing","5/3/2025"
3,9,1485,"Electronics","5/3/2025"
7,15,5495,"Grocery","5/3/2025"
7,16,5053,"Home","5/3/2025"
6,13,3969,"Sports","5/3/2025"
3,7,1534,"Electronics","5/30/2024"
2,6,2085,"Grocery","5/30/2024"
8,26,4975,"Home","5/30/2024"
2,7,2622,"Sports","5/30/2024"
5,18,2924,"Clothing","5/30/2025"
2,4,927,"Electronics","5/30/2025"
2,6,1300,"Grocery","5/30/2025"
7,24,6643,"Home","5/30/2025"
4,12,2483,"Sports","5/30/2025"
3,7,650,"Clothing","5/31/2024"
6,27,5300,"Electronics","5/31/2024"
3,12,3472,"Grocery","5/31/2024"
6,21,7868,"Home","5/31/2024"
7,23,5271,"Sports","5/31/2024"
10,31,6485,"Clothing","5/31/2025"
2,6,1438,"Electronics","5/31/2025"
2,9,2076,"Grocery","5/31/2025"
10,40,9204,"Home","5/31/2025"
5,12,3298,"Sports","5/31/2025"
3,11,1358,"Clothing","5/4/2024"
5,15,2419,"Electronics","5/4/2024"
5,18,4155,"Grocery","5/4/2024"
6,16,5127,"Home","5/4/2024"
7,16,3790,"Sports","5/4/2024"
3,12,2037,"Clothing","5/4/2025"
6,17,4083,"Electronics","5/4/2025"
5,13,4541,"Grocery","5/4/2025"
4,12,2870,"Home","5/4/2025"
11,32,6800,"Sports","5/4/2025"
2,8,1012,"Clothing","5/5/2024"
3,7,819,"Electronics","5/5/2024"
4,10,3821,"Grocery","5/5/2024"
6,16,4484,"Home","5/5/2024"
6,15,2180,"Sports","5/5/2024"
7,24,3537,"Clothing","5/5/2025"
6,23,3560,"Electronics","5/5/2025"
6,22,5241,"Grocery","5/5/2025"
7,26,8620,"Home","5/5/2025"
4,15,3973,"Sports","5/5/2025"
1,3,461,"Clothing","5/6/2024"
4,14,3218,"Grocery","5/6/2024"
4,7,1803,"Home","5/6/2024"
2,2,764,"Sports","5/6/2024"
1,4,584,"Clothing","5/6/2025"
2,4,845,"Electronics","5/6/2025"
4,14,3838,"Grocery","5/6/2025"
5,17,4953,"Home","5/6/2025"
3,9,2237,"Sports","5/6/2025"
2,4,997,"Clothing","5/7/2024"
4,13,2791,"Electronics","5/7/2024"
3,11,2131,"Grocery","5/7/2024"
6,15,2540,"Home","5/7/2024"
4,10,2634,"Sports","5/7/2024"
10,27,4596,"Clothing","5/7/2025"
4,8,2351,"Electronics","5/7/2025"
6,16,3810,"Grocery","5/7/2025"
6,21,6093,"Home","5/7/2025"
8,22,4057,"Clothing","5/8/2024"
6,21,5727,"Electronics","5/8/2024"
3,4,753,"Grocery","5/8/2024"
6,22,7085,"Home","5/8/2024"
4,10,2910,"Sports","5/8/2024"
3,9,826,"Clothing","5/8/2025"
5,17,3239,"Electronics","5/8/2025"
6,10,2190,"Grocery","5/8/2025"
5,12,3368,"Home","5/8/2025"
3,9,1707,"Sports","5/8/2025"
4,10,1760,"Clothing","5/9/2024"
3,5,2141,"Electronics","5/9/2024"
2,5,1542,"Grocery","5/9/2024"
6,9,2914,"Home","5/9/2024"
1,4,856,"Sports","5/9/2024"
5,15,2355,"Clothing","5/9/2025"
2,4,1166,"Electronics","5/9/2025"
5,19,5091,"Grocery","5/9/2025"
5,11,3411,"Home","5/9/2025"
7,25,5412,"Sports","5/9/2025"
3,6,1162,"Clothing","6/1/2024"
4,16,4044,"Electronics","6/1/2024"
8,21,4151,"Grocery","6/1/2024"
6,18,4449,"Home","6/1/2024"
5,15,2808,"Sports","6/1/2024"
1,5,924,"Clothing","6/1/2025"
3,5,832,"Electronics","6/1/2025"
3,12,4330,"Grocery","6/1/2025"
3,7,1335,"Sports","6/1/2025"
10,26,3725,"Clothing","6/10/2024"
6,17,2819,"Electronics","6/10/2024"
5,15,2960,"Grocery","6/10/2024"
10,24,6958,"Home","6/10/2024"
6,17,5553,"Sports","6/10/2024"
3,10,2303,"Clothing","6/10/2025"
5,21,4088,"Electronics","6/10/2025"
4,12,3384,"Grocery","6/10/2025"
8,24,4969,"Home","6/10/2025"
6,14,2820,"Sports","6/10/2025"
4,14,2475,"Clothing","6/11/2024"
3,10,1792,"Electronics","6/11/2024"
8,24,6851,"Grocery","6/11/2024"
2,9,3034,"Home","6/11/2024"
2,5,1704,"Sports","6/11/2024"
2,4,722,"Clothing","6/11/2025"
4,14,3594,"Electronics","6/11/2025"
4,14,2992,"Grocery","6/11/2025"
5,18,6384,"Home","6/11/2025"
4,8,2093,"Sports","6/11/2025"
8,26,5302,"Clothing","6/12/2024"
2,8,1942,"Electronics","6/12/2024"
5,14,3516,"Grocery","6/12/2024"
6,25,6494,"Home","6/12/2024"
4,7,1298,"Sports","6/12/2024"
3,12,1958,"Clothing","6/12/2025"
3,13,2981,"Electronics","6/12/2025"
4,8,1596,"Grocery","6/12/2025"
3,5,957,"Home","6/12/2025"
4,15,3207,"Sports","6/12/2025"
6,19,4118,"Clothing","6/13/2024"
1,3,1345,"Electronics","6/13/2024"
5,10,2384,"Grocery","6/13/2024"
6,21,5382,"Home","6/13/2024"
8,22,5774,"Sports","6/13/2024"
5,9,1397,"Clothing","6/13/2025"
5,15,3558,"Electronics","6/13/2025"
1,2,515,"Grocery","6/13/2025"
8,21,4296,"Home","6/13/2025"
9,28,7873,"Sports","6/13/2025"
7,15,2808,"Clothing","6/14/2024"
6,19,3234,"Electronics","6/14/2024"
8,31,7337,"Grocery","6/14/2024"
11,30,4847,"Home","6/14/2024"
6,10,2886,"Sports","6/14/2024"
4,13,1549,"Clothing","6/14/2025"
5,19,3937,"Electronics","6/14/2025"
1,4,728,"Grocery","6/14/2025"
7,26,7128,"Home","6/14/2025"
5,15,4045,"Sports","6/14/2025"
3,10,1822,"Clothing","6/15/2024"
4,11,2647,"Electronics","6/15/2024"
9,18,4783,"Grocery","6/15/2024"
6,17,3423,"Home","6/15/2024"
4,10,960,"Sports","6/15/2024"
3,7,1096,"Clothing","6/15/2025"
4,12,1992,"Electronics","6/15/2025"
1,5,84,"Grocery","6/15/2025"
3,8,2066,"Home","6/15/2025"
3,11,2926,"Sports","6/15/2025"
6,13,2945,"Clothing","6/16/2024"
3,7,1975,"Electronics","6/16/2024"
2,7,2368,"Grocery","6/16/2024"
11,25,7894,"Home","6/16/2024"
3,8,1768,"Sports","6/16/2024"
2,8,1882,"Electronics","6/16/2025"
2,6,515,"Home","6/16/2025"
5,18,4304,"Sports","6/16/2025"
7,19,3617,"Clothing","6/17/2024"
3,9,3171,"Electronics","6/17/2024"
5,13,4302,"Grocery","6/17/2024"
1,1,483,"Home","6/17/2024"
3,6,1291,"Sports","6/17/2024"
6,23,2346,"Clothing","6/17/2025"
1,3,913,"Electronics","6/17/2025"
3,10,3191,"Grocery","6/17/2025"
7,19,4676,"Home","6/17/2025"
5,13,2292,"Sports","6/17/2025"
2,4,787,"Clothing","6/18/2024"
3,8,1855,"Electronics","6/18/2024"
5,15,3476,"Grocery","6/18/2024"
6,19,5984,"Home","6/18/2024"
6,11,3624,"Sports","6/18/2024"
2,8,1065,"Clothing","6/18/2025"
1,1,184,"Electronics","6/18/2025"
6,18,5199,"Grocery","6/18/2025"
8,32,10071,"Home","6/18/2025"
4,15,3830,"Sports","6/18/2025"
5,16,2717,"Clothing","6/19/2024"
3,7,1162,"Electronics","6/19/2024"
4,13,4100,"Grocery","6/19/2024"
9,33,7247,"Home","6/19/2024"
7,24,7358,"Sports","6/19/2024"
3,10,1352,"Clothing","6/19/2025"
4,12,3986,"Electronics","6/19/2025"
7,16,3159,"Grocery","6/19/2025"
4,9,1153,"Home","6/19/2025"
2,6,1216,"Sports","6/19/2025"
2,5,1129,"Clothing","6/2/2024"
1,1,340,"Electronics","6/2/2024"
2,4,1428,"Grocery","6/2/2024"
6,19,5320,"Home","6/2/2024"
2,7,764,"Sports","6/2/2024"
2,2,339,"Clothing","6/2/2025"
2,4,1447,"Electronics","6/2/2025"
2,4,1180,"Grocery","6/2/2025"
9,24,6167,"Home","6/2/2025"
4,8,2303,"Sports","6/2/2025"
2,7,1295,"Clothing","6/20/2024"
4,10,3614,"Electronics","6/20/2024"
1,2,607,"Grocery","6/20/2024"
7,11,3266,"Home","6/20/2024"
5,16,5837,"Sports","6/20/2024"
3,9,979,"Clothing","6/20/2025"
2,6,1446,"Electronics","6/20/2025"
5,13,2556,"Grocery","6/20/2025"
5,13,3980,"Home","6/20/2025"
2,8,1415,"Sports","6/20/2025"
5,15,2746,"Clothing","6/21/2024"
3,10,3002,"Electronics","6/21/2024"
4,12,4045,"Grocery","6/21/2024"
10,22,4859,"Home","6/21/2024"
7,21,2948,"Sports","6/21/2024"
4,11,1914,"Clothing","6/21/2025"
3,4,988,"Electronics","6/21/2025"
3,6,1386,"Grocery","6/21/2025"
7,23,6198,"Home","6/21/2025"
6,18,3169,"Sports","6/21/2025"
6,15,2565,"Clothing","6/22/2024"
1,5,391,"Electronics","6/22/2024"
3,12,3349,"Grocery","6/22/2024"
10,32,9658,"Home","6/22/2024"
5,12,2788,"Sports","6/22/2024"
5,18,3660,"Clothing","6/22/2025"
4,15,4209,"Electronics","6/22/2025"
4,12,3592,"Grocery","6/22/2025"
6,12,4316,"Home","6/22/2025"
2,3,982,"Sports","6/22/2025"
5,14,3541,"Electronics","6/23/2024"
3,7,1464,"Grocery","6/23/2024"
2,5,1540,"Home","6/23/2024"
4,11,4194,"Sports","6/23/2024"
10,30,6809,"Clothing","6/23/2025"
2,3,1071,"Electronics","6/23/2025"
4,12,3587,"Grocery","6/23/2025"
9,22,6053,"Home","6/23/2025"
3,10,1826,"Sports","6/23/2025"
4,12,1523,"Clothing","6/24/2024"
4,12,3231,"Electronics","6/24/2024"
2,4,1183,"Grocery","6/24/2024"
3,11,3460,"Home","6/24/2024"
5,17,5735,"Sports","6/24/2024"
4,13,3524,"Clothing","6/24/2025"
2,5,498,"Grocery","6/24/2025"
5,13,4116,"Home","6/24/2025"
6,22,5970,"Sports","6/24/2025"
2,8,1093,"Clothing","6/25/2024"
5,11,2591,"Electronics","6/25/2024"
2,6,1745,"Grocery","6/25/2024"
2,9,2384,"Home","6/25/2024"
2,7,1402,"Sports","6/25/2024"
4,9,1330,"Clothing","6/25/2025"
4,13,2674,"Grocery","6/25/2025"
4,9,1084,"Home","6/25/2025"
2,8,2327,"Sports","6/25/2025"
8,17,2642,"Clothing","6/26/2024"
9,18,3731,"Electronics","6/26/2024"
4,14,3902,"Grocery","6/26/2024"
5,17,6322,"Home","6/26/2024"
8,17,4229,"Sports","6/26/2024"
3,8,1978,"Clothing","6/26/2025"
6,20,6404,"Electronics","6/26/2025"
6,21,3848,"Grocery","6/26/2025"
9,32,10412,"Home","6/26/2025"
4,8,1867,"Sports","6/26/2025"
2,5,880,"Clothing","6/27/2024"
2,6,1076,"Electronics","6/27/2024"
6,18,4924,"Grocery","6/27/2024"
8,19,5415,"Home","6/27/2024"
2,6,1193,"Sports","6/27/2024"
5,17,1974,"Clothing","6/27/2025"
3,10,1168,"Electronics","6/27/2025"
5,14,2886,"Grocery","6/27/2025"
8,28,6653,"Home","6/27/2025"
2,6,435,"Sports","6/27/2025"
6,13,1610,"Clothing","6/28/2024"
4,18,3859,"Electronics","6/28/2024"
5,12,3760,"Grocery","6/28/2024"
5,14,5047,"Home","6/28/2024"
3,9,2907,"Sports","6/28/2024"
2,8,551,"Clothing","6/28/2025"
3,12,2231,"Electronics","6/28/2025"
1,1,438,"Grocery","6/28/2025"
6,21,5459,"Home","6/28/2025"
4,16,3492,"Sports","6/28/2025"
8,31,5111,"Clothing","6/29/2024"
1,2,437,"Electronics","6/29/2024"
8,23,2224,"Grocery","6/29/2024"
5,13,5599,"Home","6/29/2024"
13,32,7412,"Sports","6/29/2024"
3,12,2396,"Clothing","6/29/2025"
4,10,1782,"Electronics","6/29/2025"
6,16,4759,"Grocery","6/29/2025"
4,9,2214,"Home","6/29/2025"
2,6,869,"Sports","6/29/2025"
7,22,5335,"Clothing","6/3/2024"
3,8,1911,"Electronics","6/3/2024"
3,7,2731,"Grocery","6/3/2024"
8,29,7195,"Home","6/3/2024"
9,30,5690,"Sports","6/3/2024"
3,15,3252,"Clothing","6/3/2025"
2,7,2471,"Grocery","6/3/2025"
5,19,4227,"Home","6/3/2025"
6,10,3346,"Sports","6/3/2025"
6,17,3477,"Clothing","6/30/2024"
1,5,1791,"Electronics","6/30/2024"
3,13,3864,"Grocery","6/30/2024"
4,11,1498,"Home","6/30/2024"
5,18,3717,"Sports","6/30/2024"
8,26,6029,"Grocery","6/30/2025"
5,14,2753,"Home","6/30/2025"
5,17,5803,"Sports","6/30/2025"
4,12,1461,"Clothing","6/4/2024"
7,20,5483,"Electronics","6/4/2024"
6,13,4272,"Grocery","6/4/2024"
9,27,5639,"Home","6/4/2024"
9,33,10599,"Sports","6/4/2024"
2,7,878,"Clothing","6/4/2025"
1,4,1019,"Electronics","6/4/2025"
5,15,3007,"Grocery","6/4/2025"
4,13,2514,"Home","6/4/2025"
6,13,3258,"Sports","6/4/2025"
7,11,1720,"Clothing","6/5/2024"
5,15,2687,"Electronics","6/5/2024"
5,15,4163,"Grocery","6/5/2024"
6,21,6823,"Home","6/5/2024"
3,10,2424,"Sports","6/5/2024"
8,24,4456,"Clothing","6/5/2025"
5,13,3231,"Electronics","6/5/2025"
5,18,3813,"Grocery","6/5/2025"
6,25,7816,"Home","6/5/2025"
2,6,1949,"Sports","6/5/2025"
6,18,3516,"Clothing","6/6/2024"
12,26,6675,"Electronics","6/6/2024"
7,22,4651,"Grocery","6/6/2024"
5,10,2597,"Home","6/6/2024"
3,10,2524,"Sports","6/6/2024"
4,12,2440,"Clothing","6/6/2025"
4,11,3095,"Electronics","6/6/2025"
2,3,403,"Grocery","6/6/2025"
5,15,5961,"Home","6/6/2025"
2,3,295,"Sports","6/6/2025"
8,25,4203,"Clothing","6/7/2024"
8,28,7405,"Electronics","6/7/2024"
11,33,7204,"Grocery","6/7/2024"
12,41,9958,"Home","6/7/2024"
7,21,6431,"Sports","6/7/2024"
8,22,3090,"Clothing","6/7/2025"
6,18,6292,"Grocery","6/7/2025"
4,11,1271,"Home","6/7/2025"
4,11,4420,"Sports","6/7/2025"
5,19,4678,"Clothing","6/8/2024"
1,4,959,"Electronics","6/8/2024"
2,5,1350,"Grocery","6/8/2024"
2,6,423,"Home","6/8/2024"
3,8,2521,"Sports","6/8/2024"
3,11,1327,"Clothing","6/8/2025"
1,4,1146,"Electronics","6/8/2025"
6,24,6613,"Grocery","6/8/2025"
5,16,2941,"Home","6/8/2025"
5,16,4534,"Sports","6/8/2025"
7,14,1887,"Clothing","6/9/2024"
1,3,434,"Electronics","6/9/2024"
5,11,3215,"Grocery","6/9/2024"
4,11,2706,"Home","6/9/2024"
8,24,6171,"Sports","6/9/2024"
4,11,1732,"Clothing","6/9/2025"
5,16,4660,"Electronics","6/9/2025"
4,15,4827,"Grocery","6/9/2025"
5,10,2419,"Home","6/9/2025"
8,25,6014,"Sports","6/9/2025"
3,10,2544,"Clothing","7/1/2024"
5,13,5196,"Grocery","7/1/2024"
7,28,7272,"Home","7/1/2024"
8,28,7965,"Sports","7/1/2024"
9,25,4274,"Clothing","7/1/2025"
4,11,3991,"Electronics","7/1/2025"
1,4,1185,"Grocery","7/1/2025"
3,5,1816,"Home","7/1/2025"
3,12,4231,"Sports","7/1/2025"
3,14,2434,"Clothing","7/10/2024"
1,4,1019,"Electronics","7/10/2024"
4,13,4013,"Grocery","7/10/2024"
6,14,3202,"Home","7/10/2024"
1,2,701,"Sports","7/10/2024"
8,21,3357,"Clothing","7/10/2025"
5,19,3648,"Electronics","7/10/2025"
5,23,5541,"Grocery","7/10/2025"
4,15,3800,"Home","7/10/2025"
3,10,3404,"Sports","7/10/2025"
5,17,3428,"Clothing","7/11/2024"
2,5,1041,"Electronics","7/11/2024"
2,6,550,"Grocery","7/11/2024"
1,3,842,"Home","7/11/2024"
1,1,333,"Sports","7/11/2024"
5,14,2934,"Clothing","7/11/2025"
2,6,1512,"Electronics","7/11/2025"
5,19,4912,"Grocery","7/11/2025"
4,14,3292,"Home","7/11/2025"
2,6,1587,"Sports","7/11/2025"
3,7,821,"Clothing","7/12/2024"
3,12,3066,"Electronics","7/12/2024"
4,7,1863,"Grocery","7/12/2024"
6,18,5838,"Home","7/12/2024"
6,16,4663,"Sports","7/12/2024"
2,3,864,"Electronics","7/12/2025"
9,26,6525,"Grocery","7/12/2025"
4,13,4455,"Home","7/12/2025"
2,7,2244,"Sports","7/12/2025"
3,10,2054,"Clothing","7/13/2024"
10,26,5757,"Electronics","7/13/2024"
10,34,6221,"Grocery","7/13/2024"
6,22,6322,"Home","7/13/2024"
6,20,5041,"Sports","7/13/2024"
3,8,1194,"Clothing","7/13/2025"
3,9,2476,"Electronics","7/13/2025"
3,9,2624,"Grocery","7/13/2025"
6,20,5251,"Home","7/13/2025"
5,18,5544,"Sports","7/13/2025"
2,4,507,"Clothing","7/14/2024"
3,6,783,"Electronics","7/14/2024"
1,4,1087,"Grocery","7/14/2024"
4,11,3523,"Home","7/14/2024"
6,22,4171,"Sports","7/14/2024"
2,6,1299,"Clothing","7/14/2025"
2,3,338,"Electronics","7/14/2025"
3,8,1935,"Grocery","7/14/2025"
6,16,3954,"Home","7/14/2025"
4,16,2328,"Sports","7/14/2025"
4,13,2235,"Clothing","7/15/2024"
1,2,437,"Electronics","7/15/2024"
4,13,1311,"Grocery","7/15/2024"
3,11,4574,"Home","7/15/2024"
8,30,7056,"Sports","7/15/2024"
8,19,4004,"Clothing","7/15/2025"
5,13,3434,"Electronics","7/15/2025"
5,21,5248,"Grocery","7/15/2025"
8,19,4540,"Home","7/15/2025"
8,23,4686,"Sports","7/15/2025"
2,5,1481,"Clothing","7/16/2024"
2,2,655,"Electronics","7/16/2024"
6,20,4311,"Grocery","7/16/2024"
6,19,3942,"Home","7/16/2024"
5,21,6544,"Sports","7/16/2024"
4,10,1270,"Clothing","7/16/2025"
2,4,900,"Electronics","7/16/2025"
